gene_id	seqlen
LOC_Os08g03850.1	150
LOC_Os08g30790.3	285
LOC_Os08g30790.1	285
LOC_Os08g30790.2	285
LOC_Os08g31430.1	402
LOC_Os08g42940.1	69
LOC_Os08g34510.1	94
LOC_Os08g21541.1	108
LOC_Os08g35500.1	148
LOC_Os08g30500.1	103
LOC_Os08g03740.1	215
LOC_Os08g43410.1	303
LOC_Os08g22190.1	186
LOC_Os08g03670.1	642
LOC_Os08g03670.2	600
LOC_Os08g04590.1	451
LOC_Os08g38820.1	662
LOC_Os08g38820.2	662
LOC_Os08g04310.1	175
LOC_Os08g44340.1	436
LOC_Os08g14410.1	126
LOC_Os08g01600.1	483
LOC_Os08g02880.1	130
LOC_Os08g30340.1	116
LOC_Os08g30340.2	100
LOC_Os08g13280.1	248
LOC_Os08g20150.1	553
LOC_Os08g20420.1	395
LOC_Os08g20420.2	321
LOC_Os08g14630.1	166
LOC_Os08g29669.1	120
LOC_Os08g23950.1	528
LOC_Os08g14050.1	277
LOC_Os08g13795.1	174
LOC_Os08g42790.1	170
LOC_Os08g27940.1	776
LOC_Os08g26050.1	88
LOC_Os08g03360.1	482
LOC_Os08g38060.1	272
LOC_Os08g07050.1	137
LOC_Os08g09100.1	435
LOC_Os08g13070.1	356
LOC_Os08g41540.1	870
LOC_Os08g14230.1	644
LOC_Os08g42630.1	172
LOC_Os08g19340.1	120
LOC_Os08g38600.1	397
LOC_Os08g34450.1	238
LOC_Os08g31550.1	151
LOC_Os08g33620.1	154
LOC_Os08g27370.1	115
LOC_Os08g09340.1	482
LOC_Os08g09340.2	420
LOC_Os08g02220.1	524
LOC_Os08g42000.1	123
LOC_Os08g15390.1	123
LOC_Os08g43200.1	237
LOC_Os08g25230.1	210
LOC_Os08g03060.1	76
LOC_Os08g31990.1	83
LOC_Os08g01520.1	525
LOC_Os08g07490.1	60
LOC_Os08g29660.1	320
LOC_Os08g35050.1	465
LOC_Os08g35050.2	465
LOC_Os08g36090.1	81
LOC_Os08g31960.1	271
LOC_Os08g31690.1	421
LOC_Os08g07270.1	260
LOC_Os08g11480.1	210
LOC_Os08g32920.1	768
LOC_Os08g25864.1	92
LOC_Os08g34370.1	524
LOC_Os08g27860.1	145
LOC_Os08g07630.1	169
LOC_Os08g19780.1	153
LOC_Os08g31610.1	77
LOC_Os08g41250.2	257
LOC_Os08g41250.1	257
LOC_Os08g31350.1	685
LOC_Os08g17350.1	112
LOC_Os08g37104.1	347
LOC_Os08g35110.1	134
LOC_Os08g15444.1	84
LOC_Os08g15444.2	84
LOC_Os08g23540.1	509
LOC_Os08g19150.1	170
LOC_Os08g24170.1	500
LOC_Os08g06060.1	395
LOC_Os08g45230.1	356
LOC_Os08g35480.1	195
LOC_Os08g07830.1	562
LOC_Os08g07830.2	488
LOC_Os08g17080.1	529
LOC_Os08g03410.1	532
LOC_Os08g16580.1	769
LOC_Os08g05660.1	341
LOC_Os08g25040.1	94
LOC_Os08g42770.1	117
LOC_Os08g40150.1	355
LOC_Os08g40150.2	355
LOC_Os08g34800.1	165
LOC_Os08g24130.1	783
LOC_Os08g32100.1	920
LOC_Os08g11669.1	66
LOC_Os08g41670.1	283
LOC_Os08g06250.1	279
LOC_Os08g43530.1	391
LOC_Os08g09740.1	583
LOC_Os08g42700.1	1227
LOC_Os08g40580.1	250
LOC_Os08g40580.2	242
LOC_Os08g40580.3	232
LOC_Os08g40580.4	198
LOC_Os08g10304.1	80
LOC_Os08g12250.1	41
LOC_Os08g34730.1	94
LOC_Os08g29030.1	832
LOC_Os08g44040.1	607
LOC_Os08g34330.1	351
LOC_Os08g30520.1	503
LOC_Os08g36900.1	438
LOC_Os08g36900.2	390
LOC_Os08g35420.1	354
LOC_Os08g08710.1	128
LOC_Os08g16070.1	796
LOC_Os08g38650.1	320
LOC_Os08g08100.1	276
LOC_Os08g04830.2	109
LOC_Os08g04830.1	109
LOC_Os08g04830.3	109
LOC_Os08g01900.1	825
LOC_Os08g34590.1	703
LOC_Os08g43960.1	239
LOC_Os08g07090.1	200
LOC_Os08g08190.1	301
LOC_Os08g26990.1	122
LOC_Os08g43270.1	317
LOC_Os08g03579.1	128
LOC_Os08g03579.2	67
LOC_Os08g39860.1	500
LOC_Os08g39860.2	446
LOC_Os08g28840.1	251
LOC_Os08g38620.1	367
LOC_Os08g38620.2	266
LOC_Os08g38620.3	239
LOC_Os08g27850.1	143
LOC_Os08g27850.2	118
LOC_Os08g33300.1	535
LOC_Os08g28470.1	474
LOC_Os08g30210.1	377
LOC_Os08g15860.1	152
LOC_Os08g38730.1	155
LOC_Os08g14870.1	97
LOC_Os08g03570.1	407
LOC_Os08g38260.1	83
LOC_Os08g23290.1	752
LOC_Os08g40210.1	110
LOC_Os08g20690.1	645
LOC_Os08g05980.1	78
LOC_Os08g39290.1	136
LOC_Os08g34200.1	73
LOC_Os08g16255.1	148
LOC_Os08g44610.1	145
LOC_Os08g39270.1	275
LOC_Os08g30470.1	429
LOC_Os08g19050.1	103
LOC_Os08g34700.1	181
LOC_Os08g29200.1	628
LOC_Os08g02520.1	110
LOC_Os08g31140.1	151
LOC_Os08g14950.1	972
LOC_Os08g01440.1	87
LOC_Os08g40070.1	113
LOC_Os08g43920.1	236
LOC_Os08g28250.1	173
LOC_Os08g30014.1	62
LOC_Os08g23440.1	990
LOC_Os08g03090.1	633
LOC_Os08g01140.1	239
LOC_Os08g27880.1	106
LOC_Os08g32540.1	355
LOC_Os08g08070.1	520
LOC_Os08g24750.1	597
LOC_Os08g33082.1	881
LOC_Os08g42850.4	274
LOC_Os08g42850.1	262
LOC_Os08g42850.2	226
LOC_Os08g42850.3	170
LOC_Os08g26470.1	90
LOC_Os08g15620.1	77
LOC_Os08g06710.1	432
LOC_Os08g06390.1	153
LOC_Os08g44950.1	242
LOC_Os08g02610.1	184
LOC_Os08g42050.1	213
LOC_Os08g34340.1	499
LOC_Os08g44290.1	306
LOC_Os08g36460.1	121
LOC_Os08g28190.1	390
LOC_Os08g36410.1	397
LOC_Os08g02630.1	206
LOC_Os08g38170.1	340
LOC_Os08g38170.3	251
LOC_Os08g38170.4	196
LOC_Os08g38170.5	196
LOC_Os08g04500.1	577
LOC_Os08g04500.2	517
LOC_Os08g29630.1	67
LOC_Os08g43950.1	244
LOC_Os08g17640.1	307
LOC_Os08g14700.1	578
LOC_Os08g43380.1	566
LOC_Os08g41560.1	451
LOC_Os08g31580.1	281
LOC_Os08g03440.1	436
LOC_Os08g19830.1	683
LOC_Os08g19830.3	553
LOC_Os08g39080.1	737
LOC_Os08g39080.2	680
LOC_Os08g23780.1	644
LOC_Os08g36640.1	86
LOC_Os08g37410.1	151
LOC_Os08g05780.1	277
LOC_Os08g26070.1	877
LOC_Os08g04120.1	598
LOC_Os08g43770.1	235
LOC_Os08g08950.1	1211
LOC_Os08g39890.1	418
LOC_Os08g31040.1	104
LOC_Os08g40930.1	804
LOC_Os08g01300.1	319
LOC_Os08g01390.1	1611
LOC_Os08g31750.1	359
LOC_Os08g27180.1	1260
LOC_Os08g43150.1	165
LOC_Os08g07850.1	1057
LOC_Os08g41470.1	293
LOC_Os08g41470.2	253
LOC_Os08g39530.1	72
LOC_Os08g42670.2	1206
LOC_Os08g42670.1	1206
LOC_Os08g04630.1	358
LOC_Os08g22604.1	68
LOC_Os08g43790.1	244
LOC_Os08g15430.1	85
LOC_Os08g35140.1	68
LOC_Os08g19160.1	672
LOC_Os08g30060.1	622
LOC_Os08g30060.2	622
LOC_Os08g09450.1	397
LOC_Os08g06410.1	178
LOC_Os08g25070.1	198
LOC_Os08g33320.1	1464
LOC_Os08g15040.1	183
LOC_Os08g15040.2	119
LOC_Os08g15610.1	252
LOC_Os08g28410.1	479
LOC_Os08g41520.1	264
LOC_Os08g44730.1	78
LOC_Os08g09760.1	544
LOC_Os08g09760.2	544
LOC_Os08g11500.1	445
LOC_Os08g05900.1	123
LOC_Os08g30634.1	847
LOC_Os08g30634.2	810
LOC_Os08g30634.3	597
LOC_Os08g17000.1	110
LOC_Os08g34660.1	260
LOC_Os08g40130.1	83
LOC_Os08g31760.1	483
LOC_Os08g08310.1	1125
LOC_Os08g19980.1	927
LOC_Os08g41850.1	118
LOC_Os08g41850.2	95
LOC_Os08g35030.1	196
LOC_Os08g45040.1	125
LOC_Os08g45040.2	109
LOC_Os08g45040.3	65
LOC_Os08g29390.1	129
LOC_Os08g28370.1	149
LOC_Os08g43190.1	395
LOC_Os08g43190.2	370
LOC_Os08g12930.1	116
LOC_Os08g29400.1	488
LOC_Os08g29400.2	429
LOC_Os08g37360.1	115
LOC_Os08g40555.1	117
LOC_Os08g18044.2	285
LOC_Os08g18044.1	130
LOC_Os08g10480.1	72
LOC_Os08g09860.1	215
LOC_Os08g33150.1	310
LOC_Os08g43740.1	265
LOC_Os08g11450.1	118
LOC_Os08g11450.2	95
LOC_Os08g08380.1	136
LOC_Os08g35319.1	71
LOC_Os08g37500.1	435
LOC_Os08g35960.1	469
LOC_Os08g35960.2	441
LOC_Os08g35960.3	439
LOC_Os08g30170.1	126
LOC_Os08g09460.1	390
LOC_Os08g09120.1	133
LOC_Os08g41010.2	348
LOC_Os08g41010.1	348
LOC_Os08g41010.3	347
LOC_Os08g41010.4	292
LOC_Os08g41010.5	290
LOC_Os08g41010.6	289
LOC_Os08g41010.7	286
LOC_Os08g43220.1	296
LOC_Os08g39210.1	697
LOC_Os08g04150.1	237
LOC_Os08g10500.1	92
LOC_Os08g07100.1	463
LOC_Os08g15230.1	1042
LOC_Os08g42610.1	582
LOC_Os08g29870.1	154
LOC_Os08g09360.1	526
LOC_Os08g35860.1	621
LOC_Os08g07890.1	1687
LOC_Os08g20544.1	423
LOC_Os08g02700.1	363
LOC_Os08g03300.1	385
LOC_Os08g07230.1	672
LOC_Os08g40000.1	151
LOC_Os08g01990.1	184
LOC_Os08g09370.1	413
LOC_Os08g18800.1	731
LOC_Os08g41820.1	607
LOC_Os08g32930.1	187
LOC_Os08g32930.2	158
LOC_Os08g09940.1	395
LOC_Os08g12520.1	227
LOC_Os08g35210.1	1034
LOC_Os08g25680.1	182
LOC_Os08g11760.2	195
LOC_Os08g11760.1	183
LOC_Os08g04270.1	377
LOC_Os08g04270.3	377
LOC_Os08g04270.2	377
LOC_Os08g02350.1	2712
LOC_Os08g21879.1	75
LOC_Os08g20480.1	1104
LOC_Os08g28270.1	98
LOC_Os08g40990.1	718
LOC_Os08g30580.1	69
LOC_Os08g23810.1	376
LOC_Os08g23810.2	376
LOC_Os08g25240.1	420
LOC_Os08g27240.1	479
LOC_Os08g16730.1	99
LOC_Os08g33800.1	370
LOC_Os08g05440.1	1499
LOC_Os08g35460.1	97
LOC_Os08g43290.1	95
LOC_Os08g42100.1	464
LOC_Os08g07210.1	68
LOC_Os08g06620.1	123
LOC_Os08g28800.1	170
LOC_Os08g42780.1	114
LOC_Os08g15272.1	240
LOC_Os08g05840.1	917
LOC_Os08g09010.1	226
LOC_Os08g28150.1	80
LOC_Os08g24820.1	145
LOC_Os08g25210.1	329
LOC_Os08g10649.1	438
LOC_Os08g08930.1	139
LOC_Os08g32010.1	111
LOC_Os08g43600.1	147
LOC_Os08g44010.1	372
LOC_Os08g44010.5	352
LOC_Os08g44010.2	352
LOC_Os08g44010.3	352
LOC_Os08g44010.4	352
LOC_Os08g36910.1	477
LOC_Os08g36910.2	423
LOC_Os08g36910.3	397
LOC_Os08g15252.1	250
LOC_Os08g03682.1	526
LOC_Os08g35240.1	244
LOC_Os08g24760.1	1052
LOC_Os08g19590.1	787
LOC_Os08g19590.2	787
LOC_Os08g19590.3	785
LOC_Os08g25030.1	469
LOC_Os08g05600.1	279
LOC_Os08g34210.1	500
LOC_Os08g34210.2	439
LOC_Os08g35670.1	615
LOC_Os08g24790.1	205
LOC_Os08g44180.1	369
LOC_Os08g01560.1	94
LOC_Os08g41940.1	456
LOC_Os08g24160.1	203
LOC_Os08g15980.1	85
LOC_Os08g45060.1	663
LOC_Os08g25270.1	288
LOC_Os08g10320.1	1016
LOC_Os08g10320.2	1000
LOC_Os08g10320.3	963
LOC_Os08g38230.1	75
LOC_Os08g03390.1	537
LOC_Os08g03390.2	474
LOC_Os08g05070.1	258
LOC_Os08g09470.1	285
LOC_Os08g28170.1	334
LOC_Os08g35680.1	364
LOC_Os08g40250.1	1441
LOC_Os08g19660.1	172
LOC_Os08g34830.1	744
LOC_Os08g28480.1	192
LOC_Os08g08420.1	239
LOC_Os08g32980.1	225
LOC_Os08g32980.2	209
LOC_Os08g42740.3	608
LOC_Os08g42740.2	608
LOC_Os08g42740.4	605
LOC_Os08g42740.6	442
LOC_Os08g42740.5	442
LOC_Os08g42740.7	401
LOC_Os08g42320.1	385
LOC_Os08g16830.1	137
LOC_Os08g38790.1	389
LOC_Os08g15180.1	164
LOC_Os08g10100.1	184
LOC_Os08g37540.1	822
LOC_Os08g05020.1	267
LOC_Os08g02730.1	456
LOC_Os08g04910.1	189
LOC_Os08g36960.1	545
LOC_Os08g13670.1	156
LOC_Os08g01190.1	272
LOC_Os08g04290.1	467
LOC_Os08g26700.1	135
LOC_Os08g26700.2	107
LOC_Os08g26700.3	106
LOC_Os08g26080.1	236
LOC_Os08g23829.1	176
LOC_Os08g09380.1	341
LOC_Os08g08220.1	1031
LOC_Os08g08220.2	1031
LOC_Os08g08220.3	849
LOC_Os08g19200.1	154
LOC_Os08g30090.1	172
LOC_Os08g37960.1	290
LOC_Os08g37960.2	290
LOC_Os08g37960.3	283
LOC_Os08g31880.1	410
LOC_Os08g10090.1	146
LOC_Os08g08830.1	972
LOC_Os08g26544.1	236
LOC_Os08g36140.1	188
LOC_Os08g11190.1	698
LOC_Os08g35770.1	72
LOC_Os08g41000.1	444
LOC_Os08g02050.1	749
LOC_Os08g26940.1	76
LOC_Os08g40500.1	127
LOC_Os08g37400.1	291
LOC_Os08g12230.1	117
LOC_Os08g10470.1	393
LOC_Os08g10470.2	393
LOC_Os08g03430.2	484
LOC_Os08g03430.1	484
LOC_Os08g43730.1	811
LOC_Os08g08880.1	200
LOC_Os08g21000.1	491
LOC_Os08g03830.1	126
LOC_Os08g10420.1	459
LOC_Os08g34480.1	78
LOC_Os08g39480.1	110
LOC_Os08g15322.1	84
LOC_Os08g17294.1	195
LOC_Os08g17294.2	195
LOC_Os08g28600.1	967
LOC_Os08g34520.1	71
LOC_Os08g23230.1	198
LOC_Os08g13100.1	207
LOC_Os08g15280.1	321
LOC_Os08g42010.1	596
LOC_Os08g35080.1	95
LOC_Os08g17370.1	180
LOC_Os08g19650.1	279
LOC_Os08g19650.2	272
LOC_Os08g36830.1	409
LOC_Os08g16870.1	255
LOC_Os08g33890.1	127
LOC_Os08g27330.1	136
LOC_Os08g03260.1	677
LOC_Os08g26840.1	547
LOC_Os08g15292.1	140
LOC_Os08g26830.1	118
LOC_Os08g40900.1	1117
LOC_Os08g40900.2	1056
LOC_Os08g41150.1	360
LOC_Os08g32940.1	526
LOC_Os08g19374.4	150
LOC_Os08g19374.1	150
LOC_Os08g19374.2	150
LOC_Os08g19374.3	150
LOC_Os08g19290.1	202
LOC_Os08g02650.1	196
LOC_Os08g35490.1	177
LOC_Os08g32950.1	92
LOC_Os08g36580.1	123
LOC_Os08g16470.1	144
LOC_Os08g43240.1	157
LOC_Os08g14490.1	319
LOC_Os08g33910.1	386
LOC_Os08g29520.1	235
LOC_Os08g11490.1	54
LOC_Os08g16320.1	501
LOC_Os08g06540.1	197
LOC_Os08g36540.1	374
LOC_Os08g39390.1	439
LOC_Os08g37050.1	321
LOC_Os08g23350.1	127
LOC_Os08g03820.1	285
LOC_Os08g44210.1	136
LOC_Os08g06510.1	456
LOC_Os08g02670.1	800
LOC_Os08g04370.1	191
LOC_Os08g07540.1	335
LOC_Os08g07540.3	280
LOC_Os08g07540.2	280
LOC_Os08g04620.1	234
LOC_Os08g25080.1	216
LOC_Os08g25080.2	105
LOC_Os08g15266.1	72
LOC_Os08g24200.1	53
LOC_Os08g43480.1	306
LOC_Os08g43480.2	267
LOC_Os08g35980.1	203
LOC_Os08g05040.1	137
LOC_Os08g36480.1	917
LOC_Os08g18060.1	546
LOC_Os08g04790.1	467
LOC_Os08g40950.1	146
LOC_Os08g30980.1	251
LOC_Os08g27270.1	812
LOC_Os08g15710.1	260
LOC_Os08g42080.1	469
LOC_Os08g26880.1	181
LOC_Os08g42430.1	169
LOC_Os08g40260.1	1141
LOC_Os08g20070.1	257
LOC_Os08g05770.1	236
LOC_Os08g41650.1	222
LOC_Os08g02380.1	478
LOC_Os08g02380.2	478
LOC_Os08g28700.1	345
LOC_Os08g33290.1	239
LOC_Os08g11720.1	104
LOC_Os08g11720.3	104
LOC_Os08g11720.2	72
LOC_Os08g10130.1	198
LOC_Os08g44230.1	698
LOC_Os08g01150.1	580
LOC_Os08g41460.2	330
LOC_Os08g41460.1	330
LOC_Os08g41460.10	330
LOC_Os08g41460.3	276
LOC_Os08g41460.4	212
LOC_Os08g41460.6	212
LOC_Os08g41460.9	178
LOC_Os08g41460.8	178
LOC_Os08g02950.1	76
LOC_Os08g02950.2	76
LOC_Os08g39330.1	158
LOC_Os08g29970.1	160
LOC_Os08g33270.1	1137
LOC_Os08g41550.1	528
LOC_Os08g44200.1	625
LOC_Os08g01859.1	117
LOC_Os08g13880.1	70
LOC_Os08g26390.1	230
LOC_Os08g31080.1	457
LOC_Os08g36040.1	309
LOC_Os08g41890.1	489
LOC_Os08g41890.2	395
LOC_Os08g37380.2	218
LOC_Os08g37380.1	218
LOC_Os08g31520.1	144
LOC_Os08g39070.1	330
LOC_Os08g28340.1	327
LOC_Os08g03280.1	156
LOC_Os08g43570.1	849
LOC_Os08g15490.1	119
LOC_Os08g34170.1	289
LOC_Os08g40820.1	448
LOC_Os08g40820.2	448
LOC_Os08g40820.3	313
LOC_Os08g05520.1	360
LOC_Os08g07910.1	153
LOC_Os08g08660.1	168
LOC_Os08g33710.1	230
LOC_Os08g27140.1	133
LOC_Os08g44370.1	325
LOC_Os08g06640.1	440
LOC_Os08g39130.1	568
LOC_Os08g05650.1	447
LOC_Os08g05650.2	317
LOC_Os08g32660.2	102
LOC_Os08g32660.1	102
LOC_Os08g29720.1	415
LOC_Os08g29720.2	415
LOC_Os08g39090.1	514
LOC_Os08g31900.1	229
LOC_Os08g22852.1	189
LOC_Os08g15246.1	157
LOC_Os08g08020.1	421
LOC_Os08g36690.1	100
LOC_Os08g28880.1	443
LOC_Os08g29124.1	1162
LOC_Os08g10310.1	1025
LOC_Os08g10310.2	852
LOC_Os08g10310.3	672
LOC_Os08g02260.1	188
LOC_Os08g29600.1	92
LOC_Os08g19550.1	137
LOC_Os08g31440.1	304
LOC_Os08g30120.1	968
LOC_Os08g45200.1	710
LOC_Os08g14430.1	148
LOC_Os08g06430.1	118
LOC_Os08g39050.1	444
LOC_Os08g38086.3	762
LOC_Os08g38086.4	699
LOC_Os08g18110.1	290
LOC_Os08g18110.2	238
LOC_Os08g18110.3	168
LOC_Os08g37220.1	114
LOC_Os08g34150.1	180
LOC_Os08g09700.1	468
LOC_Os08g09700.2	451
LOC_Os08g13010.1	182
LOC_Os08g07800.1	54
LOC_Os08g12910.1	736
LOC_Os08g16010.1	292
LOC_Os08g16010.2	197
LOC_Os08g21950.1	191
LOC_Os08g33860.1	277
LOC_Os08g33860.2	277
LOC_Os08g41500.1	349
LOC_Os08g15330.1	107
LOC_Os08g27676.1	155
LOC_Os08g19210.2	299
LOC_Os08g19210.1	299
LOC_Os08g07160.1	91
LOC_Os08g15070.1	153
LOC_Os08g26720.1	97
LOC_Os08g07330.2	982
LOC_Os08g07740.1	298
LOC_Os08g11340.1	172
LOC_Os08g13990.1	648
LOC_Os08g29590.1	315
LOC_Os08g07590.1	160
LOC_Os08g27660.1	130
LOC_Os08g35410.1	80
LOC_Os08g28730.1	409
LOC_Os08g04110.1	351
LOC_Os08g04110.2	222
LOC_Os08g18740.1	1674
LOC_Os08g05140.1	326
LOC_Os08g14910.1	158
LOC_Os08g10630.1	397
LOC_Os08g10280.1	102
LOC_Os08g13110.1	126
LOC_Os08g06590.1	222
LOC_Os08g40110.2	458
LOC_Os08g40110.1	328
LOC_Os08g41510.1	176
LOC_Os08g02460.1	329
LOC_Os08g07020.1	277
LOC_Os08g19840.1	111
LOC_Os08g06040.1	119
LOC_Os08g28110.1	113
LOC_Os08g43050.1	1154
LOC_Os08g28790.1	208
LOC_Os08g10230.1	574
LOC_Os08g16960.1	622
LOC_Os08g03540.1	173
LOC_Os08g43510.1	324
LOC_Os08g14350.1	237
LOC_Os08g38250.1	200
LOC_Os08g05620.1	517
LOC_Os08g04800.1	482
LOC_Os08g44160.1	502
LOC_Os08g37860.1	268
LOC_Os08g09080.1	226
LOC_Os08g09080.2	225
LOC_Os08g43640.1	487
LOC_Os08g43640.3	393
LOC_Os08g43640.2	393
LOC_Os08g07960.1	343
LOC_Os08g07960.2	343
LOC_Os08g43370.1	425
LOC_Os08g39990.1	379
LOC_Os08g30750.1	1191
LOC_Os08g06140.1	731
LOC_Os08g06140.2	730
LOC_Os08g06140.3	726
LOC_Os08g03610.1	148
LOC_Os08g01180.1	556
LOC_Os08g05320.2	143
LOC_Os08g05320.3	143
LOC_Os08g13460.1	191
LOC_Os08g37444.1	625
LOC_Os08g37444.3	625
LOC_Os08g37444.2	625
LOC_Os08g37444.4	585
LOC_Os08g37444.5	577
LOC_Os08g37444.6	516
LOC_Os08g26120.1	80
LOC_Os08g26220.1	262
LOC_Os08g26220.2	262
LOC_Os08g09950.1	423
LOC_Os08g09950.2	420
LOC_Os08g06740.1	354
LOC_Os08g36250.1	320
LOC_Os08g40740.1	284
LOC_Os08g41489.1	57
LOC_Os08g38240.1	604
LOC_Os08g40890.1	467
LOC_Os08g27960.1	88
LOC_Os08g26680.1	84
LOC_Os08g30540.1	111
LOC_Os08g09610.1	284
LOC_Os08g05860.1	120
LOC_Os08g34620.1	158
LOC_Os08g12780.4	428
LOC_Os08g12780.1	380
LOC_Os08g12780.2	374
LOC_Os08g12780.3	334
LOC_Os08g12780.5	331
LOC_Os08g35600.1	479
LOC_Os08g28870.1	978
LOC_Os08g06380.1	953
LOC_Os08g06380.2	853
LOC_Os08g34640.1	1113
LOC_Os08g42210.1	239
LOC_Os08g37070.1	107
LOC_Os08g01760.1	423
LOC_Os08g21080.1	137
LOC_Os08g23710.1	259
LOC_Os08g14440.1	285
LOC_Os08g14440.2	284
LOC_Os08g14440.3	194
LOC_Os08g44820.1	657
LOC_Os08g44820.2	619
LOC_Os08g44820.5	511
LOC_Os08g44820.3	492
LOC_Os08g44820.4	434
LOC_Os08g16720.1	271
LOC_Os08g19420.1	376
LOC_Os08g01380.1	140
LOC_Os08g01380.2	109
LOC_Os08g26100.1	255
LOC_Os08g40630.1	637
LOC_Os08g40630.2	637
LOC_Os08g32060.1	691
LOC_Os08g24460.1	232
LOC_Os08g32460.1	149
LOC_Os08g44770.1	212
LOC_Os08g44770.2	208
LOC_Os08g07500.1	316
LOC_Os08g31600.1	148
LOC_Os08g15308.1	164
LOC_Os08g35570.1	131
LOC_Os08g35090.1	797
LOC_Os08g36330.1	198
LOC_Os08g36730.1	996
LOC_Os08g07400.1	732
LOC_Os08g35750.1	220
LOC_Os08g24090.1	88
LOC_Os08g19330.1	328
LOC_Os08g14940.1	968
LOC_Os08g20400.1	213
LOC_Os08g08260.1	104
LOC_Os08g28850.1	259
LOC_Os08g37670.1	182
LOC_Os08g40590.2	392
LOC_Os08g40590.1	389
LOC_Os08g18790.1	516
LOC_Os08g23340.1	943
LOC_Os08g43430.1	331
LOC_Os04g18950.1	79
LOC_Os04g49440.3	170
LOC_Os04g49440.1	119
LOC_Os04g28590.1	875
LOC_Os04g45890.1	438
LOC_Os04g02375.1	126
LOC_Os04g35670.1	336
LOC_Os04g18090.1	192
LOC_Os04g33350.1	186
LOC_Os04g42134.1	74
LOC_Os04g44030.1	465
LOC_Os04g32620.1	269
LOC_Os04g53390.1	308
LOC_Os04g52720.1	255
LOC_Os04g34340.1	129
LOC_Os04g31140.1	448
LOC_Os04g16736.1	170
LOC_Os04g49550.1	196
LOC_Os04g08788.1	109
LOC_Os04g26850.2	297
LOC_Os04g53520.1	260
LOC_Os04g44100.1	158
LOC_Os04g01070.1	907
LOC_Os04g29660.1	420
LOC_Os04g32490.2	366
LOC_Os04g47240.1	895
LOC_Os04g47240.3	895
LOC_Os04g47240.2	895
LOC_Os04g27800.1	105
LOC_Os04g46930.1	340
LOC_Os04g46930.2	340
LOC_Os04g08640.2	185
LOC_Os04g08640.1	185
LOC_Os04g47810.1	419
LOC_Os04g41310.1	367
LOC_Os04g41310.2	215
LOC_Os04g22070.1	151
LOC_Os04g14320.1	72
LOC_Os04g28570.1	101
LOC_Os04g48810.1	114
LOC_Os04g39080.1	476
LOC_Os04g52540.1	1035
LOC_Os04g12900.1	338
LOC_Os04g31760.1	115
LOC_Os04g02880.1	83
LOC_Os04g33760.1	246
LOC_Os04g31620.1	420
LOC_Os04g37970.1	521
LOC_Os04g54980.1	74
LOC_Os04g39210.1	381
LOC_Os04g35080.1	527
LOC_Os04g42200.1	254
LOC_Os04g16798.1	157
LOC_Os04g37790.1	533
LOC_Os04g37790.2	471
LOC_Os04g53240.4	120
LOC_Os04g53240.2	120
LOC_Os04g53240.3	120
LOC_Os04g53240.1	120
LOC_Os04g42460.1	388
LOC_Os04g37440.1	153
LOC_Os04g45720.1	500
LOC_Os04g58940.1	155
LOC_Os04g59130.1	463
LOC_Os04g55070.1	327
LOC_Os04g14290.1	73
LOC_Os04g27590.1	312
LOC_Os04g39800.1	89
LOC_Os04g16940.1	409
LOC_Os04g02380.1	70
LOC_Os04g24390.1	673
LOC_Os04g30260.1	685
LOC_Os04g39770.1	120
LOC_Os04g25310.1	160
LOC_Os04g51710.1	483
LOC_Os04g48230.1	647
LOC_Os04g48230.2	647
LOC_Os04g05560.1	643
LOC_Os04g40660.1	663
LOC_Os04g40660.2	663
LOC_Os04g40660.3	662
LOC_Os04g35140.1	778
LOC_Os04g56970.1	405
LOC_Os04g56970.2	403
LOC_Os04g55030.1	732
LOC_Os04g49954.1	84
LOC_Os04g52550.1	1110
LOC_Os04g28900.1	814
LOC_Os04g55110.1	547
LOC_Os04g48480.1	475
LOC_Os04g41850.1	937
LOC_Os04g49730.1	187
LOC_Os04g40520.1	739
LOC_Os04g40060.1	804
LOC_Os04g56050.1	184
LOC_Os04g04780.1	61
LOC_Os04g46790.1	224
LOC_Os04g20280.2	228
LOC_Os04g20280.1	222
LOC_Os04g23830.1	215
LOC_Os04g23260.1	498
LOC_Os04g33115.1	194
LOC_Os04g30960.1	87
LOC_Os04g34220.1	182
LOC_Os04g48960.1	235
LOC_Os04g31910.1	198
LOC_Os04g07680.1	660
LOC_Os04g36890.1	526
LOC_Os04g36890.2	355
LOC_Os04g56090.1	815
LOC_Os04g20500.1	228
LOC_Os04g02060.1	189
LOC_Os04g05780.1	183
LOC_Os04g23610.1	134
LOC_Os04g19460.1	102
LOC_Os04g46330.1	413
LOC_Os04g56646.1	157
LOC_Os04g51110.1	505
LOC_Os04g51110.2	475
LOC_Os04g32370.1	625
LOC_Os04g01150.1	235
LOC_Os04g47690.1	148
LOC_Os04g47690.2	133
LOC_Os04g47690.3	132
LOC_Os04g34470.1	153
LOC_Os04g45030.1	115
LOC_Os04g48540.1	274
LOC_Os04g33500.1	504
LOC_Os04g56990.1	425
LOC_Os04g56990.3	423
LOC_Os04g56990.2	351
LOC_Os04g12950.1	422
LOC_Os04g33390.1	437
LOC_Os04g22270.1	149
LOC_Os04g54330.2	199
LOC_Os04g54330.3	199
LOC_Os04g54330.1	199
LOC_Os04g56490.1	105
LOC_Os04g12430.1	147
LOC_Os04g13480.1	133
